rank,candidate_id,mask_u16_hex,open_count,solid_count,density,largest_open_component,open_component_count,north_socket_bits,south_socket_bits,west_socket_bits,east_socket_bits,floor_support_bits,ceiling_gap_bits,left_wall_bits,right_wall_bits,silhouette_signature,socket_signature,mirror_family_signature,density_bucket,edge_socket_bucket,support_affordance_class,hazard_detail_eligibility,role_tags,chunk_path_allowed,score
470,VIS01_MP_F954,0xF954,7,9,0.5625,5,2,0x0,0xB,0x1,0x3,0xF,0x0,0xE,0xC,R1224-C3132,N0-SB-W1-E3,MF_F954,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,584
471,VIS01_MP_F989,0xF989,7,9,0.5625,7,1,0x0,0x6,0x2,0x0,0x7,0x0,0xD,0xF,R2124-C3114,N0-S6-W2-E0,MF_F919,BALANCED_7_9,SIDES_2_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,927
472,VIS01_MP_18E2,0x18E2,10,6,0.3750,8,2,0xE,0xD,0x7,0x9,0xF,0xE,0x8,0x6,R1311-C1212,NE-SD-W7-E9,MF_18E2,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
473,VIS01_MP_0203,0x0203,13,3,0.1875,13,1,0xF,0xC,0xE,0xF,0xF,0xF,0x1,0x0,R2010-C1200,NF-SC-WE-EF,MF_0203,QUIET_13_16,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1582
474,VIS01_MP_8C66,0x8C66,9,7,0.4375,7,2,0x7,0x9,0xF,0x3,0xF,0x7,0x0,0xC,R2221-C0232,N7-S9-WF-E3,MF_1366,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
475,VIS01_MP_0CC2,0x0CC2,11,5,0.3125,9,2,0xF,0xD,0xF,0x9,0xF,0xF,0x0,0x6,R1220-C0122,NF-SD-WF-E9,MF_0334,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,1021
476,VIS01_MP_E800,0xE800,12,4,0.2500,12,1,0x1,0xF,0xF,0x3,0xF,0x1,0x0,0xC,R0013-C0112,N1-SF-WF-E3,MF_7100,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
477,VIS01_MP_0493,0x0493,11,5,0.3125,11,1,0xF,0xC,0xC,0xD,0xF,0xF,0x3,0x2,R2210-C2111,NF-SC-WC-ED,MF_029C,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
478,VIS01_MP_38F0,0x38F0,9,7,0.4375,5,2,0xC,0xF,0x5,0x9,0xF,0xC,0xA,0x6,R0412-C2212,NC-SF-W5-E9,MF_38F0,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,621
479,VIS01_MP_5191,0x5191,10,6,0.3750,10,1,0xA,0xE,0x0,0xD,0xE,0xA,0xF,0x2,R1212-C4011,NA-SE-W0-ED,MF_5191,LIGHT_10_12,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1270
480,VIS01_MP_0C8D,0x0C8D,10,6,0.3750,10,1,0xF,0x2,0xE,0x8,0xF,0xF,0x1,0x7,R3120-C1023,NF-S2-WE-E8,MF_031B,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
481,VIS01_MP_FF44,0xFF44,6,10,0.6250,4,2,0x0,0xB,0x3,0x3,0xB,0x0,0xC,0xC,R1144-C2242,N0-SB-W3-E3,MF_FF22,DENSE_4_6,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,473
482,VIS01_MP_0AA3,0x0AA3,10,6,0.3750,10,1,0xF,0xC,0xE,0x9,0xF,0xF,0x1,0x6,R2220-C1302,NF-SC-WE-E9,MF_055C,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
483,VIS01_MP_8DDC,0x8DDC,7,9,0.5625,7,1,0x7,0x3,0x9,0x0,0x7,0x7,0x6,0xF,R2331-C2034,N7-S3-W9-E0,MF_1BB3,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,952
484,VIS01_MP_3B01,0x3B01,10,6,0.3750,10,1,0xC,0xE,0x2,0xB,0xF,0xC,0xD,0x4,R1032-C3201,NC-SE-W2-EB,MF_3B01,LIGHT_10_12,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
485,VIS01_MP_4766,0x4766,8,8,0.5000,4,3,0xB,0x9,0xB,0xF,0xB,0xB,0x4,0x0,R2231-C1340,NB-S9-WB-EF,MF_2E66,BALANCED_7_9,SIDES_4_FULL_1,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,510
486,VIS01_MP_AAA0,0xAAA0,10,6,0.3750,10,1,0x5,0xF,0xF,0x1,0xF,0x5,0x0,0xE,R0222-C0303,N5-SF-WF-E1,MF_5550,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1300
487,VIS01_MP_2271,0x2271,10,6,0.3750,8,2,0xD,0xE,0xC,0xF,0xF,0xD,0x3,0x0,R1311-C2310,ND-SE-WC-EF,MF_2271,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,927
488,VIS01_MP_0542,0x0542,12,4,0.2500,12,1,0xF,0xD,0xB,0xF,0xF,0xF,0x4,0x0,R1120-C1120,NF-SD-WB-EF,MF_0542,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
489,VIS01_MP_0AAE,0x0AAE,9,7,0.4375,9,1,0xF,0x1,0xF,0x8,0xF,0xF,0x0,0x7,R3220-C0313,NF-S1-WF-E8,MF_0557,BALANCED_7_9,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
490,VIS01_MP_C9AE,0xC9AE,7,9,0.5625,5,2,0x3,0x1,0xB,0x0,0x7,0x3,0x4,0xF,R3222-C1224,N3-S1-WB-E0,MF_3957,BALANCED_7_9,SIDES_3_FULL_0,PARTIAL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,579
491,VIS01_MP_044C,0x044C,12,4,0.2500,12,1,0xF,0x3,0xF,0xE,0xF,0xF,0x0,0x1,R2110-C0031,NF-S3-WF-EE,MF_0223,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN;LOW_DENSITY,true,1488
492,VIS01_MP_0C9D,0x0C9D,9,7,0.4375,9,1,0xF,0x2,0xC,0x8,0xF,0xF,0x3,0x7,R3220-C2023,NF-S2-WC-E8,MF_039B,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1194
493,VIS01_MP_9EC0,0x9EC0,9,7,0.4375,7,2,0x6,0xF,0x7,0x1,0xF,0x6,0x8,0xE,R0232-C1123,N6-SF-W7-E1,MF_9730,BALANCED_7_9,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,821
494,VIS01_MP_3380,0x3380,11,5,0.3125,11,1,0xC,0xF,0x3,0xD,0xF,0xC,0xC,0x2,R0122-C2201,NC-SF-W3-ED,MF_3380,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
495,VIS01_MP_CC2F,0xCC2F,7,9,0.5625,5,2,0x3,0x0,0xE,0x2,0xF,0x3,0x1,0xD,R4122-C1233,N3-S0-WE-E2,MF_334F,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,584
496,VIS01_MP_98E3,0x98E3,8,8,0.5000,6,2,0x6,0xC,0x6,0x1,0xF,0x6,0x9,0xE,R2312-C2213,N6-SC-W6-E1,MF_917C,BALANCED_7_9,SIDES_4_FULL_0,FULL_FLOOR_SUPPORT,DETAIL_ELIGIBLE,DETAIL_ELIGIBLE,false,715
497,VIS01_MP_0C19,0x0C19,11,5,0.3125,11,1,0xF,0x6,0xC,0xA,0xF,0xF,0x3,0x5,R2120-C2012,NF-S6-WC-EA,MF_0389,LIGHT_10_12,SIDES_4_FULL_1,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
498,VIS01_MP_F803,0xF803,9,7,0.4375,9,1,0x0,0xC,0x6,0x3,0xF,0x0,0x9,0xC,R2014-C2212,N0-SC-W6-E3,MF_F10C,BALANCED_7_9,SIDES_3_FULL_0,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1169
499,VIS01_MP_5540,0x5540,11,5,0.3125,11,1,0xA,0xF,0x3,0xF,0xF,0xA,0xC,0x0,R0122-C2030,NA-SF-W3-EF,MF_5540,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
500,VIS01_MP_EA00,0xEA00,11,5,0.3125,11,1,0x1,0xF,0xF,0x3,0xF,0x1,0x0,0xC,R0023-C0212,N1-SF-WF-E3,MF_7500,LIGHT_10_12,SIDES_4_FULL_2,FULL_FLOOR_SUPPORT,STRUCTURE_ONLY,CHUNK_PATH;CONNECTED_OPEN,true,1394
